gauge_id,p_mean,pet_mean,aridity,frac_snow,moisture_index,seasonality,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur
camelsch_2009,4.586826146475017,2.6806865160848736,0.5844316811843817,0.4605975253518444,0.445131153158532,1.0803036734536915,0.0308008213552361,1.1811023622047243,0.4307323750855578,2.9697970740915527
camelsch_2011,4.572464750171116,2.0180424366872005,0.4413467455624844,0.4567376721145211,0.582871906084386,0.9048865284661683,0.0312114989733059,1.2425068119891007,0.4273100616016427,2.8942976356050067
camelsch_2016,4.346654346338124,3.654482546201232,0.8407575700791533,0.221436099560456,0.2136562102984668,1.0495222472433037,0.0249828884325804,1.106060606060606,0.4445585215605749,3.002773925104022
camelsch_2018,5.156222450376455,3.173496919917864,0.6154693577438979,0.200879903582413,0.4340551188356425,0.8470854620290863,0.0276522929500342,1.157593123209169,0.417659137577002,2.8647887323943664
camelsch_2019,5.470273100616017,2.5380581793292265,0.4639728460802828,0.4201035109573379,0.5680871759982669,0.6401164963254098,0.0278576317590691,1.2041420118343196,0.4140999315537303,2.9072561268620856
camelsch_2020,4.6415598904859685,3.7340232717316906,0.8044759433968525,0.3124753972891408,0.2807920265749923,1.14914857442495,0.0428473648186173,1.3404710920770877,0.476249144421629,3.018655097613883
camelsch_2024,4.578975359342916,2.1307180013689253,0.4653263741682776,0.4571273499038771,0.5597439098876674,0.9404845051806878,0.0309377138945927,1.231607629427793,0.4279945242984257,2.915151515151515
camelsch_2029,4.51123613963039,3.732139630390144,0.8272986637972629,0.2272937592497046,0.2213483639724205,1.0575787470915017,0.0266940451745379,1.1370262390670554,0.4444216290212183,3.0088044485634846
camelsch_2030,5.304551676933607,3.959101984941821,0.7463593958670701,0.3680467420200095,0.2919939550467763,0.9856962391823128,0.0264202600958247,1.142011834319527,0.4225872689938398,2.9122641509433964
camelsch_2033,5.086108145106092,3.965637919233402,0.779699881735543,0.4046727110131088,0.2840444000181023,1.0340866121855044,0.0337440109514031,1.2083333333333333,0.4229295003422313,2.9063969896519284
camelsch_2034,3.751406570841889,2.910062286105407,0.775725646141397,0.0819368448118007,0.2549081024600103,1.1384629192924949,0.0378507871321013,1.1520833333333331,0.5227241615331965,3.316109422492401
camelsch_2041,4.640741957563312,4.714848733744011,1.0159687344951214,0.3323623781024349,0.1002889182711791,1.180969117529643,0.0272416153319644,1.1740412979351031,0.4064339493497604,2.7983034872761547
camelsch_2044,4.496935660506503,3.725854209445585,0.8285318027044958,0.1934265177367117,0.2381297400415284,0.979840230007829,0.0282683093771389,1.147222222222222,0.4665982203969883,3.013704686118479
camelsch_2053,4.163865160848733,2.8718514715947983,0.6897080862746815,0.4906328631584557,0.3425811581389992,1.2747732969098236,0.0348391512662559,1.2061611374407584,0.4750171115674196,3.0398598335523435
camelsch_2056,5.350668720054756,3.038220396988364,0.5678206885806364,0.4138434422597553,0.4783222225511576,0.8272678815308508,0.0299794661190965,1.1967213114754098,0.4137577002053388,2.893729056965055
camelsch_2063,4.399445585215605,3.743532511978097,0.8509100611582258,0.2246663492383193,0.20389907339135,1.0670056732710371,0.0259411362080766,1.121301775147929,0.4441478439425051,2.9930811808118083
camelsch_2067,3.4814914442162905,3.2549555099247085,0.9349313540126832,0.4135354176365319,0.1921814926379436,1.2855454267918636,0.0306639288158795,1.1576227390180878,0.4668035592060233,2.972972972972973
camelsch_2068,4.620085557837099,3.914590691307324,0.8472983113195736,0.311558386848254,0.2441843577500005,1.159580555086719,0.0436002737850787,1.3354297693920336,0.4774811772758384,3.017301038062284
camelsch_2070,4.771626283367557,5.601240930869268,1.173864128964478,0.1989924473532592,-0.0166814149512067,1.077884228024327,0.0275838466803559,1.1225626740947074,0.4584531143052703,3.004934948407357
camelsch_2078,3.308231348391512,2.809822724161533,0.8493428748650517,0.4165268444405187,0.268751363087676,1.3005165645293149,0.041409993155373,1.25,0.5312799452429843,3.2973661852166525
camelsch_2079,3.3203237508555783,3.533670773442847,1.0642548855461138,0.3254718898273449,0.1292022793829988,1.3771117046169177,0.0438740588637919,1.2618110236220472,0.5446954140999316,3.4242685025817554
camelsch_2084,5.610837097878166,4.280568788501027,0.7629109014980665,0.2717780849113095,0.2939826926757291,1.001814766967302,0.0279945242984257,1.158640226628895,0.4258726899383983,2.817934782608696
camelsch_2085,4.839370294318959,4.086929500342231,0.8445167969766574,0.3671386308246137,0.2089228540525035,1.0520032528089835,0.026488706365503,1.1282798833819243,0.4409993155373032,2.9650253106304647
camelsch_2086,4.879566050650239,3.0025195071868582,0.6153251080158552,0.3968043881843316,0.450526586271811,1.0184541239260914,0.0416153319644079,1.3217391304347823,0.4730321697467488,3.025831873905429
camelsch_2087,5.328509924709104,2.3072840520191646,0.4330073669038207,0.4160261455650561,0.6061259856979165,0.6827371483898105,0.033264887063655,1.296,0.4246406570841889,2.9458689458689458
camelsch_2091,4.397112251882273,3.8378911704312113,0.8728208311689846,0.2083249852761469,0.1946147302353804,1.051758933450757,0.02217659137577,1.11340206185567,0.4114989733059548,2.8438978240302744
camelsch_2099,5.494837097878166,3.925023956194387,0.7143112500478016,0.1971278254782117,0.3370711937121326,0.8798840630657118,0.0245037645448323,1.1661237785016287,0.4182751540041067,2.842325581395349
camelsch_2102,5.461939082819986,3.1743963039014376,0.5811848604987562,0.2615686480827256,0.4671547469502171,0.7634562041501981,0.0264202600958247,1.1352941176470588,0.433264887063655,2.90633608815427
camelsch_2104,5.944579055441479,4.5616262833675565,0.7673590073954839,0.3260434559507263,0.283595110058555,0.9672123642995736,0.0236824093086926,1.157190635451505,0.4075975359342916,2.820937944102321
camelsch_2105,3.858444216290213,2.472270362765229,0.6407428031037464,0.4024872268680678,0.4259598411611235,1.0873759300391332,0.0376454483230663,1.2387387387387387,0.4871321013004791,3.049271636675236
camelsch_2106,4.135243668720055,3.1888781656399727,0.7711463751849471,0.0633372264833185,0.2818266551776348,0.9199213789120928,0.028747433264887,1.0909090909090908,0.4773442847364819,3.140027014858172
camelsch_2109,5.1983805612594125,2.8378343600273785,0.5459073891542592,0.4569156737429314,0.4750225557559437,0.8047064511808909,0.0284736481861738,1.1885714285714286,0.4249144421629021,2.880742459396752
camelsch_2110,5.284017796030116,3.226711156741957,0.610654861754286,0.2683397480809786,0.4385676383396937,0.8398019690721061,0.0279260780287474,1.1657142857142857,0.4125256673511294,2.8618233618233617
camelsch_2112,5.1199520876112254,5.926777549623545,1.1575845727081313,0.1880932211660162,-0.0071847164520251,1.077841768437099,0.0299794661190965,1.1436031331592689,0.4563997262149213,2.978115230013399
camelsch_2113,4.61635523613963,3.584511293634497,0.7764808188011112,0.2133134776012348,0.2734919842561128,0.9922952001654868,0.0237508555783709,1.1157556270096465,0.421492128678987,2.9006123410268487
camelsch_2116,4.184602327173169,4.154600273785079,0.9928303692818624,0.2007201398008977,0.1084241116366444,1.099226219622759,0.0245722108145106,1.1506410256410255,0.4211498973305955,2.856545961002785
camelsch_2117,3.9579110198494174,2.192806981519507,0.5540313995242202,0.4882612610662112,0.461463753475649,1.2166022047654268,0.0351813826146475,1.2209026128266034,0.4809719370294319,3.045947117468574
camelsch_2119,4.6380650239561945,4.949232032854209,1.067089833215101,0.2312133531215653,0.0497644439217993,1.1712365151124555,0.0288843258042436,1.1253333333333333,0.4720739219712526,3.070792520035619
camelsch_2122,4.081227926078029,3.19972553045859,0.7840104959620465,0.0646476394197799,0.2699892508167059,0.946496807857749,0.0290896646132785,1.0841836734693877,0.4744010951403148,3.112258643915581
camelsch_2125,5.005159479808351,2.880696783025325,0.5755454535757625,0.0,0.4726798238897476,0.8184592183201632,0.0321013004791238,1.1608910891089108,0.4635181382614647,2.9898454746136864
camelsch_2126,4.0814681724846,2.72247022587269,0.6670320852252002,0.1278038070903509,0.3890172344635225,0.8971990191618893,0.0325119780971937,1.1529126213592231,0.4948665297741273,3.1312256388046773
camelsch_2130,4.404635865845311,3.847634496919918,0.8735420166637324,0.2080377163324517,0.1940802087883174,1.0509999374600212,0.0223134839151266,1.1126279863481228,0.4108829568788501,2.849074513526341
camelsch_2132,3.659294318959616,3.0098473648186177,0.8225212575069271,0.0696476106214721,0.2443966453850783,1.0946223405161977,0.0357973990417522,1.1700223713646531,0.5184120465434634,3.2562338779019777
camelsch_2135,5.192534565366188,3.842190280629706,0.739945056169067,0.3638621427841265,0.3004543106196339,0.9732384704103276,0.0261464750171115,1.1402985074626866,0.426488706365503,2.9363807728557965
camelsch_2139,4.667620807665982,3.452006160164271,0.7395643953113722,0.1951209522474335,0.3205874704816585,0.937273101467734,0.033264887063655,1.143529411764706,0.4848733744010951,3.058721934369603
camelsch_2141,3.967052019164956,4.770837782340863,1.2026153827307513,0.4035141462893264,-0.0043089167969428,1.2618220749990314,0.0304585900068446,1.155844155844156,0.4504449007529089,2.8991189427312776
camelsch_2143,4.22568720054757,4.218621492128679,0.9983279149441124,0.1985160542366842,0.1043985461277166,1.0969232953955754,0.0254620123203285,1.158878504672897,0.4227241615331964,2.865893271461717
camelsch_2150,4.580379192334018,5.30533607118412,1.1582744241051988,0.3399125340090515,0.0077893035588018,1.2097525799797455,0.0273100616016427,1.1666666666666667,0.4399726214921287,2.8619768477292964
camelsch_2151,5.266417522245037,5.691299794661191,1.0806776657227568,0.3814328966543318,0.0361699369410752,1.1920485701947323,0.0292950034223134,1.1888888888888889,0.447296372347707,2.979936160510716
camelsch_2152,5.411404517453798,3.2750862422997944,0.6052192608659027,0.339907221317224,0.4435909623174375,0.8378868291147631,0.0281314168377823,1.154494382022472,0.410403832991102,2.866156787762906
camelsch_2155,4.153110198494182,4.484482546201232,1.079788961012207,0.2085715055370403,0.0479525954084456,1.116564660263161,0.0281314168377823,1.1229508196721312,0.465160848733744,3.0110766504209128
camelsch_2157,3.230576317590691,3.086058863791923,0.9552657360199598,0.0,0.13603802602424,1.2026044643284075,0.0344284736481861,1.1484018264840183,0.5073921971252566,3.153126329221608
camelsch_2159,4.584664613278576,3.627100616016427,0.7911376124463382,0.2064972002570098,0.2700956565582482,0.9844086366837712,0.0330595482546201,1.1418439716312057,0.4888432580424366,3.164377492246345
camelsch_2160,4.968971937029432,5.572329226557153,1.1214249742550213,0.3794372818942839,0.0156125196193545,1.1978008852112592,0.0288158795345653,1.1378378378378378,0.463586584531143,3.026362823949955
camelsch_2161,5.016827515400411,1.4485859000684462,0.2887454064588922,0.6369312606815856,0.7191137746577629,0.4511293764571247,0.0317590691307323,1.2747252747252746,0.4297056810403833,2.890423572744014
camelsch_2167,4.559850787132101,4.776236824093087,1.0474546310970587,0.0,0.0517024857949894,1.1025426466551005,0.057015742642026,1.4,0.5906913073237509,3.965992647058824
camelsch_2170,4.669051334702258,4.864966461327858,1.041960371086409,0.4184091872078722,0.0782551755891374,1.362236623936017,0.0337440109514031,1.16548463356974,0.4804928131416838,3.096603440670489
camelsch_2174,4.528149897330596,3.427220396988364,0.7568699081734808,0.3937053275299914,0.2839007856608267,1.1729133670719438,0.0306639288158795,1.154639175257732,0.4437371663244353,2.99445727482679
camelsch_2176,5.210828884325805,3.8828234086242297,0.7451450613363603,0.2047825013940906,0.3122137516011638,0.989612872680014,0.0285420944558521,1.164804469273743,0.4454483230663928,2.9131602506714414
camelsch_2179,4.423371663244353,4.771752908966461,1.078759207284559,0.212198747224148,0.0432699166369117,1.0724038364999986,0.0318275154004106,1.1286407766990292,0.4861054072553046,3.1424778761061947
camelsch_2181,5.026310746064339,4.140081451060917,0.8236819528722235,0.1878495355581529,0.2410001927355934,0.9672182843210704,0.0277891854893908,1.1501416430594902,0.4543463381245722,2.988743809095002
camelsch_2185,4.145104038329911,5.911165639972622,1.4260596562382712,0.3279891506236655,-0.1102921902426957,1.288758587277832,0.0326488706365503,1.143884892086331,0.4619438740588638,2.9178555987894508
camelsch_2187,5.517796714579056,4.645822724161533,0.8419706206077503,0.1929481638849119,0.2277300628915672,0.9867939038752912,0.0259411362080766,1.1484848484848484,0.427378507871321,2.8708045977011496
camelsch_2199,3.5720616016427105,3.4642785763175907,0.9698261011860622,0.0857413119247179,0.1181914566800681,1.2889218655201595,0.0335386721423682,1.152941176470588,0.505886379192334,3.2848888888888887
camelsch_2200,5.077108145106092,2.6691129363449697,0.5257152024460562,0.4745759831787038,0.4858716462275208,0.8494956386589959,0.0305954825462012,1.2348066298342542,0.4319644079397672,2.908294930875576
camelsch_2202,4.009415468856947,3.1806379192334013,0.793292175365447,0.0,0.261467837891796,0.9179926496139325,0.0297056810403833,1.09873417721519,0.4858316221765913,3.1448825875055384
camelsch_2203,5.021078028747434,5.195099931553729,1.0346582749381623,0.3738614325848243,0.0722638678564112,1.196919807632932,0.0284736481861738,1.0976253298153034,0.4687200547570157,3.0626118067978534
camelsch_2205,4.62580013689254,3.587478439425051,0.7755368440615337,0.2132805107096895,0.2743430136286192,0.9914585929310143,0.0238193018480492,1.1189710610932475,0.4213552361396304,2.9010367577756835
camelsch_2206,4.081752908966462,6.723711156741958,1.6472607006592332,0.1468465625724594,-0.2255041350079757,1.1271913033860628,0.0520191649555099,1.3523131672597866,0.5726899383983572,3.6665205959684486
camelsch_2210,4.688347022587269,3.4119527720739224,0.7277517546452934,0.1475362817196886,0.304964761533043,1.0188052830588457,0.0266940451745379,1.1174785100286533,0.464476386036961,3.143121815655396
camelsch_2215,4.4967871321013,4.663514715947982,1.0370770461106469,0.2262699806857563,0.069799539338722,1.1398478386127464,0.028747433264887,1.12,0.4750171115674196,3.0899376669634906
camelsch_2217,4.528026009582478,3.4230403832991105,0.7559674736971628,0.3938985757271765,0.2844832004259656,1.172995731548858,0.0305954825462012,1.1550387596899223,0.4438740588637919,2.9926165205353024
camelsch_2219,4.99498288843258,2.793420944558522,0.559245348172773,0.3934533547997805,0.4619302795784577,1.0479258860690075,0.0321013004791238,1.193384223918575,0.4604380561259411,2.992437722419929
camelsch_2232,5.563657084188912,5.788737166324435,1.0404554196510722,0.4573184949711621,0.056060925110589,1.1879337668077987,0.0293634496919917,1.2292263610315186,0.4511978097193703,2.98415572657311
camelsch_2239,3.093927446954141,2.955509924709104,0.9552615487537356,0.4230402174444271,0.1980243650008811,1.3651332401562528,0.0353867214236824,1.183066361556064,0.5205338809034907,3.2021052631578946
camelsch_2243,5.282516084873374,3.8593093771389455,0.7305816613015492,0.197868896780017,0.3219661582485908,0.899344177069247,0.024229979466119,1.153094462540717,0.4210814510609171,2.854756380510441
camelsch_2244,4.628492813141683,1.432154688569473,0.3094213918844499,0.4269410476037743,0.721964862301923,0.8569842553810046,0.0378507871321013,1.304245283018868,0.4552361396303901,3.016326530612245
camelsch_2247,4.897414099931554,3.423105407255305,0.6989618066610186,0.1514527973786639,0.3275723942199731,1.0165344045246052,0.0275838466803559,1.1225626740947074,0.4670773442847364,3.176908752327747
camelsch_2251,4.557887063655032,8.429859685147159,1.849510434860828,0.2183991981750159,-0.3047190748664928,1.0348090646784702,0.0299794661190965,1.1173469387755102,0.4788501026694045,3.1246092005359536
camelsch_2252,4.557887063655032,8.429859685147159,1.849510434860828,0.2183991981750159,-0.3047190748664928,1.0348090646784702,0.0299794661190965,1.1173469387755102,0.4788501026694045,3.1246092005359536
camelsch_2256,3.684703627652293,1.6780711841204656,0.4554155106335235,0.4924769933471915,0.5922455769985878,0.8637449074679688,0.0381245722108145,1.229580573951435,0.4953456536618754,3.07564810879728
camelsch_2262,3.460015058179329,2.24833196440794,0.6498040981333242,0.4994696902457419,0.4172046901536819,1.1349651778192675,0.036892539356605,1.2334096109839816,0.5073921971252566,3.126528890763391
camelsch_2263,3.345501711156742,2.943251882272416,0.8797639745503989,0.5018215367945917,0.2402101626946537,1.2907674292310602,0.0357289527720739,1.2,0.5154004106776181,3.192030521407376
camelsch_2265,3.5180212183436,3.046518138261465,0.8659749186208336,0.4117632143291239,0.2439496369520437,1.252491419567371,0.0317590691307323,1.16,0.4721423682409308,2.9913269731136167
camelsch_2268,5.392248459958933,1.4720650239561943,0.2729965124729073,0.4250855056006761,0.7513496163843465,0.4645329412487994,0.0318275154004106,1.263586956521739,0.420807665982204,2.929013816102906
camelsch_2269,4.9159397672826834,2.0485188227241617,0.416709504123256,0.5591565684361008,0.5884304941564211,0.7648280494481917,0.0325119780971937,1.25,0.4388774811772758,2.907936507936508
camelsch_2270,4.819630390143736,3.4058158795345657,0.7066549929844297,0.150837952566586,0.3213436475936302,1.019700289422944,0.0273100616016427,1.1303116147308785,0.4655030800821355,3.1486111111111112
camelsch_2276,5.451594113620808,4.600309377138946,0.843846640314816,0.2704780596215652,0.2283959679386044,1.1052063860728225,0.0288843258042436,1.1561643835616435,0.4308008213552361,2.8898071625344355
camelsch_2282,4.258520876112252,7.576373032169748,1.7791090504378309,0.2107499735281841,-0.2713916844882392,1.107003926718875,0.0290896646132785,1.1548913043478262,0.4663244353182751,3.002644336712208
camelsch_2283,4.258520876112252,7.576373032169748,1.7791090504378309,0.2107499735281841,-0.2713916844882392,1.107003926718875,0.0290896646132785,1.1548913043478262,0.4663244353182751,3.002644336712208
camelsch_2288,4.265229979466119,4.388992470910336,1.0290166045066833,0.2673795221507379,0.0831615146505027,1.1133106981917391,0.0248459958932238,1.159744408945687,0.4166324435318275,2.820667284522706
camelsch_2289,4.383028747433265,3.8131663244353184,0.8699843291396019,0.2080576323042285,0.1968822422452969,1.048534780406377,0.0216290212183436,1.1126760563380282,0.4113620807665982,2.8483412322274884
camelsch_2290,4.609003422313483,3.387109514031485,0.7348897806483575,0.1504110791571664,0.2977901015943803,1.0404930260357663,0.0267624914442162,1.1107954545454546,0.4663928815879534,3.125688073394496
camelsch_2299,5.400687200547571,2.9844839151266256,0.5526118814702009,0.4106063176258639,0.4938460664932656,0.8268141241016114,0.0314852840520191,1.1704834605597965,0.4382614647501711,2.9210766423357666
camelsch_2300,5.712620123203286,4.721485284052019,0.8265008318817636,0.3418711874057467,0.2372877506590841,1.059266980692529,0.0278576317590691,1.1797101449275362,0.4279945242984257,2.814131413141314
camelsch_2303,5.304206707734428,4.198032854209445,0.7914534793842036,0.1878377331521699,0.2700815839804667,0.9394220433734112,0.0258726899383983,1.1559633027522935,0.4385352498288843,2.920237010027347
camelsch_2304,3.161908966461328,3.2268720054757014,1.020545512126833,0.4205416143082963,0.1528593037700973,1.3862453438335276,0.0337440109514031,1.1794258373205742,0.4923340177960301,3.036302237230899
camelsch_2305,4.858271731690623,3.85403832991102,0.7932941059618044,0.1851784713802199,0.2663645784646163,0.9442108299210508,0.0300479123887748,1.1552631578947368,0.4752224503764545,3.034527972027972
